case_id,case_type,court,court_hierarchy,state,sector,filing_date,disposal_date,duration_months,claim_amount_lakhs,claimant_lawyer_win_rate,respondent_is_govt,respondent_is_psu,num_prior_adjournments,has_interim_order,represented_by_senior_counsel,favourable_outcome,disposal_category,realisation_pct
SYNTH-01969,Appeal (HC),District Court,1,Delhi,Infrastructure,2013-01-02,2016-11-12,47,125.72,0.4,0,0,37,0,1,0,Settlement / Compromise,
SYNTH-01970,Money Recovery,Commercial Court,2,West Bengal,IT / Technology,2012-06-23,2013-11-15,17,3.42,0.43,0,0,5,1,0,1,Settlement / Compromise,57.51
SYNTH-01971,Commercial Dispute,Consumer Forum (State),2,Rajasthan,Retail,2015-09-23,2018-11-06,38,33.24,0.51,0,0,32,0,1,0,Settlement / Compromise,
SYNTH-01972,Civil Suit,District Court,1,Uttar Pradesh,Banking & Finance,2021-03-21,2024-04-04,37,68.32,0.54,0,0,32,0,0,0,Decree in favour of defendant,
SYNTH-01973,Writ (HC),Commercial Court,2,West Bengal,Others,2010-09-24,2013-08-09,35,1944.13,0.52,0,0,5,0,1,1,Settlement / Compromise,
SYNTH-01974,IP Infringement,Consumer Forum (State),2,Telangana,Energy,2014-07-10,2017-12-21,42,310.99,0.47,0,0,12,0,0,1,Decree in favour of plaintiff,
SYNTH-01975,Liquidation (IBC),NCLT,2,Uttar Pradesh,Retail,2019-10-21,2021-09-10,23,11.72,0.4,0,1,10,1,0,0,Withdrawn,0.53
SYNTH-01976,Specific Performance,NCLAT,3,Rajasthan,Infrastructure,2019-09-07,2020-12-30,16,99.38,0.35,0,1,4,0,1,1,Decree in favour of plaintiff,
SYNTH-01977,Arbitration,District Court,1,West Bengal,Manufacturing,2017-05-17,2022-01-21,57,116.33,0.25,0,0,3,1,0,0,Transferred,
SYNTH-01978,Consumer Dispute,NCLT,2,Punjab,Banking & Finance,2019-01-17,2021-11-02,34,25.52,0.5,0,0,0,0,0,1,Decree in favour of plaintiff,
SYNTH-01979,Specific Performance,Commercial Court,2,Karnataka,Manufacturing,2012-09-02,2014-02-24,18,9.04,0.47,1,0,5,0,0,1,Decree in favour of plaintiff,
SYNTH-01980,Appeal (HC),High Court (Original),3,Rajasthan,Others,2021-02-02,2028-03-27,87,55.71,0.36,0,0,34,0,0,1,Decree in favour of plaintiff,
SYNTH-01981,Commercial Dispute,District Court,1,Uttar Pradesh,Retail,2010-03-14,2013-08-25,42,13.56,0.55,0,0,5,0,0,1,Decree in favour of plaintiff,
SYNTH-01982,Specific Performance,Consumer Forum (District),1,Tamil Nadu,Retail,2018-09-18,2025-10-11,86,10.91,0.38,1,0,37,0,0,1,Decree in favour of plaintiff,
SYNTH-01983,Money Recovery,Commercial Court,2,Uttar Pradesh,Healthcare,2015-06-25,2017-01-15,19,101.88,0.77,1,1,5,1,0,1,Settlement / Compromise,63.07
SYNTH-01984,Arbitration,NCLT,2,Telangana,Real Estate,2021-03-30,2022-08-22,17,37.14,0.33,0,0,9,0,1,0,Transferred,
SYNTH-01985,Arbitration,Commercial Court,2,Punjab,Others,2014-07-25,2016-10-12,27,1214.81,0.43,0,0,1,0,0,0,Dismissed for default,
SYNTH-01986,Specific Performance,NCLT,2,Telangana,Real Estate,2016-02-18,2017-04-13,14,331.58,0.72,0,0,3,1,0,0,Transferred,
SYNTH-01987,Consumer Dispute,High Court (Original),3,Telangana,Real Estate,2012-01-21,2015-04-05,39,191.86,0.63,0,0,14,0,0,1,Decree in favour of plaintiff,
SYNTH-01988,Commercial Dispute,High Court (Original),3,Karnataka,Telecom,2013-02-26,2015-12-13,34,15.43,0.27,0,0,31,1,0,0,Withdrawn,
SYNTH-01989,Labour / Employment,High Court (Appeal),3,Delhi,IT / Technology,2018-01-15,2023-01-19,61,145.71,0.6,0,0,14,1,0,1,Settlement / Compromise,
SYNTH-01990,Injunction,Commercial Court,2,West Bengal,Banking & Finance,2012-02-15,2015-04-30,39,53.52,0.8,0,0,21,1,1,0,Dismissed on merits,
SYNTH-01991,Labour / Employment,High Court (Original),3,Rajasthan,Others,2017-05-05,2019-06-24,26,5.27,0.44,1,0,25,1,1,0,Transferred,
SYNTH-01992,Partition,High Court (Original),3,Rajasthan,Banking & Finance,2011-03-30,2015-09-05,54,103.11,0.4,0,1,8,0,0,1,Decree in favour of plaintiff,
SYNTH-01993,Money Recovery,District Court,1,Karnataka,Real Estate,2013-12-10,2016-04-28,29,24.34,0.36,0,0,40,0,0,0,Decree in favour of defendant,7.18
SYNTH-01994,Liquidation (IBC),NCLT,2,Telangana,IT / Technology,2018-05-24,2020-04-13,23,29.41,0.26,0,0,20,1,0,0,Decree in favour of defendant,3.89
SYNTH-01995,Consumer Dispute,Supreme Court,4,Tamil Nadu,IT / Technology,2011-01-12,2020-03-25,112,16.97,0.78,0,0,9,0,0,0,Dismissed on merits,
SYNTH-01996,IP Infringement,Supreme Court,4,Tamil Nadu,IT / Technology,2010-07-26,2016-02-25,68,102.13,0.31,1,0,23,0,0,0,Dismissed for default,
SYNTH-01997,IP Infringement,Consumer Forum (District),1,Karnataka,Infrastructure,2013-05-04,2016-04-18,36,15.99,0.39,0,0,5,0,0,0,Decree in favour of defendant,
SYNTH-01998,Labour / Employment,NCLAT,3,Uttar Pradesh,Retail,2012-04-11,2014-10-28,31,24.0,0.66,1,0,11,0,0,0,Withdrawn,
SYNTH-01999,Consumer Dispute,Supreme Court,4,Maharashtra,Others,2018-09-09,2021-02-25,30,161.77,0.76,0,0,9,0,0,1,Settlement / Compromise,
SYNTH-02000,Commercial Dispute,Consumer Forum (District),1,Karnataka,Others,2019-11-30,2023-01-13,38,2648.8,0.53,0,0,18,0,0,0,Dismissed on merits,
SYNTH-02001,Appeal (HC),District Court,1,Punjab,Telecom,2014-08-29,2016-10-17,26,155.77,0.45,1,0,6,0,0,0,Transferred,
SYNTH-02002,Injunction,NCLT,2,West Bengal,Energy,2012-10-25,2014-10-15,24,176.8,0.38,0,0,19,1,0,1,Settlement / Compromise,
SYNTH-02003,Money Recovery,High Court (Original),3,Karnataka,Healthcare,2013-05-20,2014-10-12,17,8.21,0.3,0,0,16,0,0,0,Decree in favour of defendant,4.99
SYNTH-02004,Writ (HC),NCLT,2,Maharashtra,Banking & Finance,2013-11-10,2015-04-04,17,619.05,0.26,0,0,18,0,1,0,Settlement / Compromise,
SYNTH-02005,Labour / Employment,Consumer Forum (District),1,Tamil Nadu,IT / Technology,2014-05-22,2016-05-11,24,8.8,0.55,1,0,15,1,0,0,Withdrawn,
SYNTH-02006,Arbitration,High Court (Appeal),3,West Bengal,Energy,2016-06-13,2023-04-08,83,22.03,0.53,0,0,4,0,0,1,Decree in favour of plaintiff,
SYNTH-02007,Commercial Dispute,District Court,1,Karnataka,Banking & Finance,2019-02-02,2025-04-01,75,578.59,0.39,0,0,6,0,0,0,Dismissed on merits,
SYNTH-02008,IP Infringement,High Court (Original),3,West Bengal,Real Estate,2018-04-28,2022-01-07,45,5.79,0.42,0,0,11,1,1,1,Decree in favour of plaintiff,
SYNTH-02009,Writ (HC),NCLT,2,Uttar Pradesh,Retail,2021-11-03,2023-04-27,18,397.07,0.48,0,0,9,1,0,0,Dismissed on merits,
SYNTH-02010,Civil Suit,District Court,1,Punjab,Others,2014-07-18,2018-02-27,44,61.52,0.34,0,0,38,0,0,1,Decree in favour of plaintiff,
SYNTH-02011,Money Recovery,District Court,1,Maharashtra,Manufacturing,2012-01-03,2017-10-03,70,155.16,0.69,1,1,19,0,0,0,Settlement / Compromise,0.96
SYNTH-02012,Labour / Employment,Commercial Court,2,Maharashtra,Retail,2021-02-18,2024-02-03,36,125.26,0.66,0,0,35,0,0,1,Settlement / Compromise,
SYNTH-02013,Labour / Employment,High Court (Original),3,Punjab,IT / Technology,2017-12-16,2020-07-03,31,276.76,0.63,0,0,3,0,0,1,Settlement / Compromise,
SYNTH-02014,IP Infringement,Consumer Forum (District),1,Gujarat,Manufacturing,2021-10-01,2023-03-25,18,15.22,0.43,0,1,7,1,0,1,Decree in favour of plaintiff,
SYNTH-02015,Liquidation (IBC),NCLAT,3,Rajasthan,Energy,2013-09-18,2014-09-13,12,12.58,0.64,1,0,35,0,0,1,Decree in favour of plaintiff,22.23
SYNTH-02016,CIRP (IBC),District Court,1,Maharashtra,Retail,2013-02-01,2015-11-18,34,36.95,0.68,0,1,14,0,0,1,Settlement / Compromise,18.41
SYNTH-02017,Liquidation (IBC),District Court,1,Punjab,Others,2021-06-26,2025-11-02,53,9.05,0.31,0,0,9,1,0,0,Decree in favour of defendant,6.27
SYNTH-02018,Specific Performance,Supreme Court,4,West Bengal,Energy,2020-10-16,2023-10-31,37,73.52,0.52,1,0,21,0,1,0,Withdrawn,
SYNTH-02019,Civil Suit,Commercial Court,2,Uttar Pradesh,Real Estate,2014-01-31,2015-12-22,23,25.11,0.69,0,0,35,0,0,0,Dismissed on merits,
SYNTH-02020,Injunction,District Court,1,Karnataka,Infrastructure,2015-10-06,2020-02-12,53,111.43,0.62,0,0,8,1,0,0,Dismissed for default,
SYNTH-02021,Commercial Dispute,Commercial Court,2,Telangana,Retail,2010-11-08,2011-09-04,10,24.33,0.68,0,0,24,0,0,0,Decree in favour of defendant,
SYNTH-02022,Civil Suit,Consumer Forum (District),1,Punjab,Healthcare,2018-09-22,2020-02-14,17,80.18,0.69,0,0,27,0,1,1,Decree in favour of plaintiff,
SYNTH-02023,Money Recovery,High Court (Original),3,Delhi,Telecom,2017-03-21,2022-07-23,65,17.16,0.28,1,0,19,0,0,0,Transferred,2.54
SYNTH-02024,Partition,District Court,1,Karnataka,IT / Technology,2014-06-07,2017-09-19,40,173.5,0.45,0,0,33,0,0,0,Transferred,
SYNTH-02025,Consumer Dispute,High Court (Appeal),3,Maharashtra,Manufacturing,2012-07-10,2014-06-30,24,103.72,0.59,0,0,18,0,0,0,Dismissed for default,
SYNTH-02026,Civil Suit,District Court,1,Tamil Nadu,Real Estate,2016-10-05,2018-05-28,20,23.52,0.75,0,0,4,0,0,1,Decree in favour of plaintiff,
SYNTH-02027,Money Recovery,High Court (Original),3,West Bengal,Manufacturing,2018-04-06,2020-09-22,30,673.37,0.75,0,0,35,0,0,1,Settlement / Compromise,95.49
SYNTH-02028,Appeal (HC),High Court (Appeal),3,Telangana,Telecom,2017-05-27,2022-01-31,57,95.89,0.38,0,1,20,1,1,0,Settlement / Compromise,
SYNTH-02029,Specific Performance,Supreme Court,4,Rajasthan,Manufacturing,2013-06-27,2018-10-29,65,312.12,0.52,0,0,27,0,1,1,Settlement / Compromise,
SYNTH-02030,Arbitration,Consumer Forum (State),2,Rajasthan,Healthcare,2017-03-14,2018-12-04,21,209.01,0.66,0,0,34,0,0,1,Settlement / Compromise,
SYNTH-02031,Injunction,Commercial Court,2,West Bengal,Real Estate,2015-04-03,2016-01-28,10,14.05,0.58,0,0,6,1,0,1,Settlement / Compromise,
SYNTH-02032,Injunction,Consumer Forum (District),1,Gujarat,IT / Technology,2015-02-04,2015-10-02,8,36.15,0.65,1,0,18,0,0,1,Decree in favour of plaintiff,
SYNTH-02033,Labour / Employment,Supreme Court,4,Uttar Pradesh,Telecom,2020-05-17,2025-02-20,58,64.79,0.51,1,1,6,1,0,0,Dismissed on merits,
SYNTH-02034,Arbitration,Commercial Court,2,Tamil Nadu,Banking & Finance,2018-08-14,2020-08-03,24,13.58,0.69,0,0,14,0,0,1,Settlement / Compromise,
SYNTH-02035,Arbitration,Consumer Forum (District),1,Telangana,Energy,2016-11-19,2018-05-13,18,5.78,0.79,0,0,28,1,1,0,Withdrawn,
SYNTH-02036,Consumer Dispute,NCLAT,3,West Bengal,Energy,2020-04-18,2023-03-04,35,34.62,0.62,0,0,11,1,0,1,Settlement / Compromise,
SYNTH-02037,Injunction,Supreme Court,4,Karnataka,Real Estate,2020-02-11,2023-11-22,46,591.94,0.35,0,0,2,0,0,1,Decree in favour of plaintiff,
SYNTH-02038,Appeal (HC),Consumer Forum (District),1,Uttar Pradesh,Retail,2018-06-18,2019-04-14,10,10.09,0.63,1,0,13,0,0,1,Decree in favour of plaintiff,
SYNTH-02039,Commercial Dispute,Consumer Forum (District),1,Punjab,Real Estate,2013-02-07,2014-01-03,11,49.31,0.45,1,0,27,0,0,0,Dismissed for default,
SYNTH-02040,Appeal (HC),Supreme Court,4,Delhi,Healthcare,2010-09-05,2016-10-03,74,165.59,0.69,0,0,25,0,0,0,Settlement / Compromise,
SYNTH-02041,Labour / Employment,NCLAT,3,Karnataka,Telecom,2015-04-12,2020-08-13,65,1.87,0.39,0,1,33,0,0,1,Settlement / Compromise,
SYNTH-02042,Writ (HC),High Court (Appeal),3,Delhi,Healthcare,2019-05-19,2023-12-24,56,23.67,0.66,0,0,28,0,0,0,Dismissed for default,
SYNTH-02043,Appeal (HC),High Court (Appeal),3,Gujarat,Healthcare,2017-03-20,2019-10-06,31,21.55,0.48,1,0,38,0,0,0,Dismissed for default,
SYNTH-02044,Injunction,NCLT,2,Karnataka,Infrastructure,2019-10-15,2021-05-07,19,683.2,0.72,0,0,15,0,0,0,Settlement / Compromise,
SYNTH-02045,Partition,Consumer Forum (District),1,Karnataka,Telecom,2019-01-10,2021-06-28,30,56.53,0.66,1,0,11,1,1,1,Settlement / Compromise,
SYNTH-02046,Money Recovery,Commercial Court,2,Rajasthan,Banking & Finance,2011-09-07,2015-07-18,47,5.65,0.71,0,0,31,0,1,0,Dismissed on merits,2.26
SYNTH-02047,Injunction,Supreme Court,4,Uttar Pradesh,Retail,2011-04-14,2013-10-30,31,19.12,0.68,0,0,23,1,0,1,Decree in favour of plaintiff,
SYNTH-02048,Partition,Consumer Forum (State),2,Karnataka,Infrastructure,2010-09-23,2013-03-11,30,63.71,0.46,0,0,37,1,0,1,Settlement / Compromise,
SYNTH-02049,Injunction,District Court,1,Telangana,Infrastructure,2019-04-09,2023-06-17,51,6.58,0.8,0,0,0,1,0,1,Decree in favour of plaintiff,
SYNTH-02050,Specific Performance,Supreme Court,4,Delhi,Manufacturing,2021-02-10,2028-06-03,89,78.21,0.71,1,0,4,0,0,1,Decree in favour of plaintiff,
SYNTH-02051,Commercial Dispute,Commercial Court,2,Tamil Nadu,Manufacturing,2014-05-09,2017-02-22,34,3.19,0.5,0,0,0,0,0,0,Decree in favour of defendant,
SYNTH-02052,Commercial Dispute,High Court (Original),3,Rajasthan,Infrastructure,2020-04-16,2023-09-28,42,9.19,0.35,0,0,14,0,0,0,Dismissed for default,
SYNTH-02053,Labour / Employment,NCLT,2,West Bengal,Healthcare,2019-12-13,2021-12-02,24,121.7,0.49,0,0,34,1,0,1,Decree in favour of plaintiff,
SYNTH-02054,Civil Suit,NCLT,2,Tamil Nadu,Others,2013-07-04,2016-01-20,31,15.22,0.73,0,0,35,1,0,0,Dismissed on merits,
SYNTH-02055,Injunction,High Court (Appeal),3,Punjab,Banking & Finance,2020-05-12,2023-10-24,42,5.49,0.64,0,0,34,0,1,0,Dismissed on merits,
SYNTH-02056,Partition,Supreme Court,4,West Bengal,Telecom,2017-10-22,2026-07-07,106,40.13,0.61,0,0,27,1,0,1,Settlement / Compromise,
SYNTH-02057,Appeal (HC),Supreme Court,4,Rajasthan,IT / Technology,2017-06-05,2025-12-20,104,24.78,0.7,0,0,19,0,0,0,Withdrawn,
SYNTH-02058,Civil Suit,NCLAT,3,Rajasthan,Healthcare,2020-02-26,2021-03-22,13,17.35,0.65,0,0,19,0,0,0,Transferred,
SYNTH-02059,IP Infringement,Supreme Court,4,Karnataka,Others,2010-06-27,2018-01-16,92,18.84,0.34,0,0,6,0,0,0,Settlement / Compromise,
SYNTH-02060,Injunction,District Court,1,Delhi,IT / Technology,2014-03-06,2019-08-07,66,30.76,0.67,0,0,19,0,0,0,Dismissed on merits,
SYNTH-02061,Liquidation (IBC),NCLT,2,Karnataka,Manufacturing,2010-10-11,2011-09-06,11,23.21,0.57,0,0,12,1,1,0,Dismissed for default,1.21
SYNTH-02062,Money Recovery,NCLAT,3,Maharashtra,Others,2010-11-30,2013-03-19,28,47.63,0.33,0,0,21,1,0,1,Decree in favour of plaintiff,57.8
SYNTH-02063,Arbitration,High Court (Appeal),3,Uttar Pradesh,Energy,2016-05-12,2018-08-30,28,3.82,0.43,0,0,14,0,0,0,Dismissed for default,
SYNTH-02064,Consumer Dispute,NCLT,2,Karnataka,Others,2014-09-02,2016-05-24,21,21.63,0.59,0,0,10,1,0,1,Decree in favour of plaintiff,
SYNTH-02065,Injunction,Supreme Court,4,Karnataka,IT / Technology,2010-03-01,2015-05-04,63,32.53,0.7,1,0,34,0,0,0,Settlement / Compromise,
SYNTH-02066,Money Recovery,NCLT,2,Punjab,Others,2013-08-17,2017-01-28,42,21.77,0.73,1,0,38,0,0,1,Decree in favour of plaintiff,52.77
SYNTH-02067,Civil Suit,High Court (Original),3,Gujarat,IT / Technology,2012-08-23,2014-10-12,26,21.12,0.33,0,0,4,0,0,1,Settlement / Compromise,
SYNTH-02068,Money Recovery,High Court (Original),3,Gujarat,Others,2010-05-02,2012-03-22,23,24.25,0.46,0,0,5,0,0,1,Settlement / Compromise,79.68
SYNTH-02069,Writ (HC),Commercial Court,2,West Bengal,Infrastructure,2012-12-20,2015-04-09,28,6.62,0.35,0,0,6,0,0,0,Dismissed on merits,
SYNTH-02070,IP Infringement,Supreme Court,4,Maharashtra,Infrastructure,2016-02-24,2020-02-03,48,64.48,0.51,0,0,40,0,0,1,Settlement / Compromise,
SYNTH-02071,Writ (HC),District Court,1,Uttar Pradesh,IT / Technology,2019-07-20,2028-09-30,112,10.36,0.32,0,0,0,0,1,1,Settlement / Compromise,
SYNTH-02072,IP Infringement,NCLAT,3,Gujarat,Healthcare,2013-01-30,2015-06-19,29,445.51,0.4,0,0,4,0,0,0,Dismissed on merits,
SYNTH-02073,Arbitration,District Court,1,Delhi,Energy,2012-02-10,2014-12-26,35,36.01,0.4,0,0,37,0,0,0,Dismissed for default,
SYNTH-02074,CIRP (IBC),Consumer Forum (District),1,Karnataka,Infrastructure,2020-05-04,2021-03-30,11,40.24,0.6,0,0,8,0,0,0,Settlement / Compromise,11.11
SYNTH-02075,Liquidation (IBC),Commercial Court,2,Maharashtra,Others,2015-04-20,2016-12-10,20,2.85,0.64,0,0,20,0,0,1,Settlement / Compromise,29.7
SYNTH-02076,Consumer Dispute,High Court (Original),3,Punjab,Manufacturing,2010-03-02,2014-08-08,54,530.15,0.42,0,0,27,0,0,1,Settlement / Compromise,
SYNTH-02077,Partition,High Court (Appeal),3,Delhi,Infrastructure,2013-10-25,2017-12-03,50,31.19,0.57,0,0,6,0,0,1,Settlement / Compromise,
SYNTH-02078,CIRP (IBC),NCLAT,3,Gujarat,Energy,2016-07-02,2017-08-26,14,42.32,0.78,0,0,21,0,0,1,Settlement / Compromise,43.44
SYNTH-02079,Partition,Consumer Forum (State),2,Delhi,Energy,2013-11-08,2014-08-05,9,61.82,0.78,0,0,30,1,0,1,Decree in favour of plaintiff,
SYNTH-02080,Commercial Dispute,NCLT,2,Gujarat,Healthcare,2020-10-25,2023-04-13,30,1.53,0.32,0,0,19,0,0,1,Decree in favour of plaintiff,
SYNTH-02081,Labour / Employment,Commercial Court,2,Karnataka,Healthcare,2018-10-15,2021-07-31,34,66.77,0.34,0,0,22,1,1,1,Decree in favour of plaintiff,
SYNTH-02082,Injunction,Supreme Court,4,Maharashtra,Infrastructure,2016-09-22,2022-10-21,74,18.78,0.5,0,0,16,0,0,1,Decree in favour of plaintiff,
SYNTH-02083,Partition,High Court (Original),3,West Bengal,Retail,2016-02-19,2018-07-08,29,29.47,0.3,0,0,0,0,0,1,Settlement / Compromise,
SYNTH-02084,IP Infringement,High Court (Original),3,Punjab,Healthcare,2019-12-12,2024-10-16,59,30.93,0.27,0,1,21,0,1,0,Withdrawn,
SYNTH-02085,Partition,Supreme Court,4,Delhi,Banking & Finance,2014-02-25,2028-01-13,169,104.2,0.29,0,0,1,0,0,0,Transferred,
SYNTH-02086,Partition,High Court (Appeal),3,Maharashtra,Others,2018-04-26,2020-02-15,22,45.02,0.67,0,0,10,1,0,1,Decree in favour of plaintiff,
SYNTH-02087,Commercial Dispute,High Court (Appeal),3,Delhi,Healthcare,2010-02-17,2012-08-05,30,2.03,0.63,0,1,33,1,0,0,Dismissed on merits,
SYNTH-02088,Specific Performance,Supreme Court,4,Karnataka,Retail,2018-12-23,2029-11-25,133,156.76,0.31,0,0,3,0,0,0,Decree in favour of defendant,
SYNTH-02089,Partition,NCLT,2,Telangana,Retail,2021-10-16,2024-12-29,39,69.97,0.64,0,1,20,1,1,0,Settlement / Compromise,
SYNTH-02090,CIRP (IBC),Commercial Court,2,West Bengal,Banking & Finance,2019-07-19,2020-07-13,12,26.43,0.61,0,0,13,0,0,1,Settlement / Compromise,53.61
SYNTH-02091,Appeal (HC),District Court,1,West Bengal,Healthcare,2015-10-23,2019-07-04,45,38.84,0.41,1,0,8,0,0,0,Transferred,
SYNTH-02092,IP Infringement,NCLT,2,Uttar Pradesh,Healthcare,2016-06-14,2018-09-02,27,66.91,0.31,0,0,29,0,0,1,Settlement / Compromise,
SYNTH-02093,Commercial Dispute,Consumer Forum (District),1,Delhi,IT / Technology,2010-09-17,2013-01-04,28,142.08,0.48,0,0,38,1,0,1,Settlement / Compromise,
SYNTH-02094,Labour / Employment,Supreme Court,4,Rajasthan,Others,2011-07-24,2017-02-22,68,328.09,0.51,0,0,35,0,0,0,Withdrawn,
SYNTH-02095,Injunction,High Court (Appeal),3,Telangana,Banking & Finance,2016-09-21,2018-04-14,19,116.38,0.63,1,0,35,1,0,0,Settlement / Compromise,
SYNTH-02096,Injunction,Consumer Forum (District),1,Telangana,Telecom,2014-11-30,2017-02-17,27,8.51,0.4,0,0,12,0,0,1,Decree in favour of plaintiff,
SYNTH-02097,Injunction,District Court,1,West Bengal,Energy,2018-01-19,2019-11-10,22,17.83,0.73,0,0,14,0,0,1,Settlement / Compromise,
SYNTH-02098,Specific Performance,District Court,1,Delhi,Others,2020-06-27,2023-04-13,34,169.04,0.35,0,0,17,1,1,0,Settlement / Compromise,
SYNTH-02099,Partition,NCLAT,3,Telangana,Manufacturing,2021-03-27,2022-04-21,13,15.11,0.73,0,0,17,1,0,1,Decree in favour of plaintiff,
SYNTH-02100,Labour / Employment,NCLAT,3,West Bengal,Real Estate,2010-05-12,2011-06-06,13,292.35,0.71,1,0,30,0,0,0,Dismissed on merits,
SYNTH-02101,CIRP (IBC),NCLT,2,Delhi,Retail,2019-03-18,2021-09-03,30,41.73,0.66,0,0,33,1,0,0,Settlement / Compromise,1.69
SYNTH-02102,Money Recovery,Supreme Court,4,Rajasthan,Infrastructure,2020-02-15,2029-07-27,115,74.87,0.71,0,0,26,1,0,1,Decree in favour of plaintiff,83.2
SYNTH-02103,Labour / Employment,Supreme Court,4,Maharashtra,Energy,2015-03-31,2019-05-09,50,144.17,0.47,0,0,4,0,0,0,Settlement / Compromise,
SYNTH-02104,IP Infringement,NCLAT,3,Karnataka,Others,2021-08-10,2022-03-08,7,7.36,0.66,0,0,9,0,0,1,Settlement / Compromise,
SYNTH-02105,Civil Suit,Commercial Court,2,Tamil Nadu,Healthcare,2021-08-06,2027-04-07,69,25.4,0.42,1,0,35,0,0,0,Dismissed for default,
SYNTH-02106,Labour / Employment,Supreme Court,4,Punjab,Energy,2019-08-11,2026-09-03,86,697.45,0.27,0,0,15,0,0,0,Transferred,
SYNTH-02107,Partition,High Court (Appeal),3,Maharashtra,Energy,2010-08-10,2011-09-04,13,295.71,0.47,0,0,1,0,0,1,Settlement / Compromise,
SYNTH-02108,Injunction,High Court (Original),3,Punjab,Real Estate,2014-02-11,2018-02-20,49,639.44,0.48,0,0,36,0,0,0,Dismissed on merits,
SYNTH-02109,CIRP (IBC),Consumer Forum (State),2,Delhi,Retail,2021-05-25,2022-08-18,15,481.49,0.61,0,0,21,0,0,0,Transferred,0.13
SYNTH-02110,Labour / Employment,Consumer Forum (District),1,Uttar Pradesh,Telecom,2014-08-09,2017-04-25,33,51.73,0.56,0,0,10,0,0,0,Dismissed on merits,
SYNTH-02111,Civil Suit,Supreme Court,4,Maharashtra,Telecom,2017-01-23,2024-04-16,88,58.75,0.69,0,0,40,1,1,0,Transferred,
SYNTH-02112,Specific Performance,District Court,1,West Bengal,Retail,2019-06-24,2021-01-14,19,0.51,0.67,0,0,25,0,0,1,Settlement / Compromise,
SYNTH-02113,Injunction,High Court (Appeal),3,Punjab,Others,2011-05-17,2015-02-25,46,36.76,0.67,0,0,0,0,0,1,Decree in favour of plaintiff,
SYNTH-02114,Labour / Employment,High Court (Original),3,Uttar Pradesh,Infrastructure,2021-06-01,2024-12-12,43,37.4,0.71,1,0,34,0,0,0,Decree in favour of defendant,
SYNTH-02115,Consumer Dispute,Supreme Court,4,Delhi,Energy,2017-03-29,2030-09-17,164,77.15,0.78,0,0,14,0,0,0,Decree in favour of defendant,
SYNTH-02116,IP Infringement,Supreme Court,4,Punjab,Energy,2016-11-27,2020-10-07,47,90.56,0.59,0,0,10,1,0,1,Decree in favour of plaintiff,
SYNTH-02117,Money Recovery,High Court (Appeal),3,Gujarat,Others,2015-04-29,2018-01-13,33,62.76,0.78,0,0,38,0,1,1,Settlement / Compromise,52.48
SYNTH-02118,CIRP (IBC),Supreme Court,4,Delhi,Healthcare,2010-08-08,2023-10-29,161,10.74,0.8,0,1,21,0,0,0,Settlement / Compromise,0.67
SYNTH-02119,Writ (HC),NCLT,2,Tamil Nadu,Real Estate,2021-11-24,2024-05-12,30,192.58,0.34,0,0,32,0,0,0,Transferred,
SYNTH-02120,Labour / Employment,High Court (Original),3,West Bengal,IT / Technology,2011-09-10,2019-10-28,99,15.5,0.51,0,0,32,0,1,0,Dismissed for default,
SYNTH-02121,Appeal (HC),High Court (Appeal),3,Telangana,Others,2012-07-22,2018-11-18,77,30.79,0.44,0,0,3,1,0,1,Settlement / Compromise,
SYNTH-02122,IP Infringement,High Court (Original),3,Punjab,Infrastructure,2021-06-18,2027-09-15,76,1454.98,0.3,1,0,2,1,1,0,Settlement / Compromise,
SYNTH-02123,Appeal (HC),Supreme Court,4,Maharashtra,Telecom,2016-09-10,2021-01-17,53,5.58,0.27,0,0,32,0,1,1,Settlement / Compromise,
SYNTH-02124,Commercial Dispute,High Court (Original),3,Telangana,Energy,2013-05-15,2018-01-19,57,76.45,0.54,0,0,11,0,0,1,Settlement / Compromise,
SYNTH-02125,Labour / Employment,NCLAT,3,Punjab,Infrastructure,2010-09-05,2012-07-26,23,32.79,0.61,1,0,32,0,0,0,Dismissed on merits,
SYNTH-02126,Appeal (HC),Consumer Forum (District),1,West Bengal,Banking & Finance,2016-03-07,2017-03-02,12,311.23,0.3,0,1,37,0,0,0,Dismissed for default,
SYNTH-02127,Labour / Employment,High Court (Original),3,Punjab,Banking & Finance,2020-08-04,2024-01-16,42,6.26,0.47,1,0,33,1,1,0,Settlement / Compromise,
SYNTH-02128,Civil Suit,Consumer Forum (District),1,Punjab,Retail,2013-12-06,2016-03-25,28,113.21,0.8,0,0,16,1,0,1,Settlement / Compromise,
SYNTH-02129,Appeal (HC),High Court (Original),3,Delhi,IT / Technology,2015-09-05,2018-02-21,30,620.0,0.43,0,0,31,0,1,0,Transferred,
SYNTH-02130,Specific Performance,High Court (Original),3,Karnataka,Manufacturing,2013-08-22,2015-10-11,26,42.37,0.61,0,0,1,0,0,1,Decree in favour of plaintiff,
SYNTH-02131,Arbitration,Consumer Forum (District),1,Delhi,Manufacturing,2015-07-30,2017-12-16,29,61.26,0.25,0,0,28,0,0,0,Settlement / Compromise,
SYNTH-02132,Appeal (HC),Supreme Court,4,Telangana,Real Estate,2020-01-26,2022-07-14,30,71.93,0.25,0,0,24,1,0,0,Transferred,
